Source,Record_ID,Company_Sponsor,Sponsor_Class,Country,Product_Name,Target_Disease,Disease_Area,Cell_Type,Gene_Target,Stage,Status,Start_Date,Source_URL,Notes
ClinicalTrials.gov,NCT02445547,Fuzhou General Hospital,OTHER,China,UC-MSCs by peripheral intravenous infusion; received hormone maintenance therapy,Crohn Disease,Autoimmune / Inflammatory,Mesenchymal Stem Cell (MSC),,Phase 1/2,COMPLETED,2012-06,https://clinicaltrials.gov/study/NCT02445547,Umbilical Cord Mesenchymal Stem Cell Treatment for Crohn's Disease
ClinicalTrials.gov,NCT00031655,Fred Hutchinson Cancer Research Center/University of Washington Cancer Consortium,OTHER,United States,nonmyeloablative allogeneic hematopoietic stem cell transplantation; donor lymphocytes; cyclosporine; total-body irradiation; fludarabine phosphate; mycophenolate mofetil; laboratory biomarker analysis; peripheral blood stem cell transplantation,Adult Acute Lymphoblastic Leukemia in Remission; Childhood Acute Lymphoblastic Leukemia in Remission; Recurrent Adult Acute Lymphoblastic Leukemia; Recurrent Childhood Acute Lymphoblastic Leukemia,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,COMPLETED,2001-09,https://clinicaltrials.gov/study/NCT00031655,Reduced Intensity Donor Stem Cell Transplant in Treating Patients With High Risk Acute Lymphocytic Leukemia in Complete Remission
ClinicalTrials.gov,NCT03632798,"Cordgenics, LLC",INDUSTRY,United States,ChemoID assay; Chemotherapy,Recurrent Ovarian Cancer,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 3,WITHDRAWN,2018-08-01,https://clinicaltrials.gov/study/NCT03632798,Avastin Plus Chemotherapy vs. Avastin Plus Chemotherapy Guided by Cancer Stem Cell Test in Recurrent Ovarian Cancer
ClinicalTrials.gov,NCT05000593,Lili Cao,OTHER,China,normal saline; Cord Blood Mononuclear Cells (UCB-MNCs),Knee Osteoarthritis,Orthopedic / Musculoskeletal,Cord Blood / HSC,,N/A (Device/Behavioral),COMPLETED,2021-02-01,https://clinicaltrials.gov/study/NCT05000593,Clinical Study of Cord Blood Mononuclear Cells (UCB-MNCs) in the Treatment of Knee Osteoarthritis
ClinicalTrials.gov,NCT05228249,Fred Hutchinson Cancer Center,OTHER,United States,Autologous Hematopoietic Stem Cell Transplantation; Carmustine; Cytarabine; Etoposide; Loncastuximab Tesirine; Melphalan,"Recurrent Diffuse Large B-Cell Lymphoma; Recurrent Diffuse Large B-Cell Lymphoma, Not Otherwise Specified; Recurrent High Grade B-Cell Lymphoma With MYC and BCL2 or BCL6 Rearrangements; Recurrent Primary Mediastinal (Thymic) Large B-Cell Lymphoma; Recurrent Transformed Follicular Lymphoma to Diffuse Large B-Cell Lymphoma; Refractory Diffuse Large B-Cell Lymphoma; Refractory Diffuse Large B-Cell Lymphoma, Not Otherwise Specified; Refractory High Grade B-Cell Lymphoma With MYC and BCL2 or BCL6 Rearrangements; Refractory Primary Mediastinal (Thymic) Large B-Cell Lymphoma; Refractory Transformed Follicular Lymphoma to Diffuse Large B-Cell Lymphoma",Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1,WITHDRAWN,2023-04,https://clinicaltrials.gov/study/NCT05228249,Loncastuximab Tesirine in Combination With Chemotherapy Prior to Stem Cell Transplant for the Treatment of Recurrent or Refractory Diffuse Large B-Cell Lymphoma
ClinicalTrials.gov,NCT00900107,University of Leipzig,OTHER,Germany,Exercise,Healthy Men,Other / Unclassified,Progenitor Cell,,N/A (Device/Behavioral),COMPLETED,2008-09,https://clinicaltrials.gov/study/NCT00900107,Time-Dependent Mobilization of Circulating Progenitor Cells During Strenuous Exercise in Healthy Individuals
ClinicalTrials.gov,NCT05745532,Shenzhen Hemogen,INDUSTRY,China,β-globin restored autologous hematopoietic stem cells,β-thalassemia,Hematologic / Genetic Blood Disorder,Cord Blood / HSC,,Early Phase 1,RECRUITING,2020-12-01,https://clinicaltrials.gov/study/NCT05745532,Safety and Efficacy Evaluation of β-globin Restored Autologous Hematopoietic Stem Cells in β-thalassemia Major Patients
ClinicalTrials.gov,NCT06846593,"INCREDIWEAR HOLDINGS, INC.",INDUSTRY,United States,Semiconductor Embedded Therapeutic Arm Sleeves; Placebo Arm Sleeves; Platelet-Rich Plasma with Adipose Stem Cell (PRP+ASC) Injections,ECRB Tendinopathy,Other / Unclassified,Stem Cell (Unspecified Type),,N/A (Device/Behavioral),TERMINATED,2024-11-01,https://clinicaltrials.gov/study/NCT06846593,The Comparison of Semiconductor Embedded Therapeutic Arm Sleeves for the Treatment of ECRB Tendinopathy
ClinicalTrials.gov,NCT01483248,"S-Evans Biosciences Co., Ltd.",INDUSTRY,China,conventional therapy plus MenSC transplantation; Conventional therapy plus placebo treatment,Liver Cirrhosis; Fibrosis; Liver Disease; Digestive System Disease,Gastrointestinal / Liver,Mesenchymal Stem Cell (MSC),,Phase 1/2,UNKNOWN,2010-10,https://clinicaltrials.gov/study/NCT01483248,Human Menstrual Blood-derived Mesenchymal Stem Cells for Patients With Liver Cirrhosis
ClinicalTrials.gov,NCT03069248,Sunnybrook Health Sciences Centre,OTHER,Canada,Rituximab; Alpha Interferon,Follicular Lymphoma,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2000-06-01,https://clinicaltrials.gov/study/NCT03069248,Treatment of Follicular Lymphoma With High Dose Therapy and Stem Cell Support Followed by Rituximab and Alpha Interferon
ClinicalTrials.gov,NCT00186914,St. Jude Children's Research Hospital,OTHER,United States,Marrow stromal cell infusion,Osteodysplasia,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 1,COMPLETED,1999-07,https://clinicaltrials.gov/study/NCT00186914,Stromal Therapy of Osteodysplasia After Allogeneic Bone Marrow Transplantation
ClinicalTrials.gov,NCT06149832,"Southwest Hospital, China",OTHER,China,Mesenchymal Stem Cells (MSCs),Mesenchymal Stem Cells,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 4,UNKNOWN,2023-11-30,https://clinicaltrials.gov/study/NCT06149832,Treatment of Oral Chronic Graft-versus-host Disease With Human Umbilical Cord Mesenchymal Stem Cell Dressing
ClinicalTrials.gov,NCT00737516,National Marrow Donor Program,OTHER,United States,"HPC, Cord Blood",Leukemia; Lymphoma; Myelodysplastic Syndromes,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,COMPLETED,2000-01,https://clinicaltrials.gov/study/NCT00737516,Centralized Cord Blood Registry to Facilitate Unrelated Cord Blood Transplantation
ClinicalTrials.gov,NCT00199147,Johann Wolfgang Goethe University Hospital,OTHER,Germany,Cytarabine; Etoposide; Idarubicin; G-CSF; Fludarabine; Stem cell apheresis; Stem cell transplantation,Acute Myeloid Leukemia,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 4,UNKNOWN,2000-01,https://clinicaltrials.gov/study/NCT00199147,Efficacy of G-CSF-Priming in Elderly AML Patients
ClinicalTrials.gov,NCT03128034,Fred Hutchinson Cancer Center,OTHER,United States,Cyclosporine; Fludarabine Phosphate; Mycophenolate Mofetil; Peripheral Blood Stem Cell Transplantation; Pretargeted Radioimmunotherapy; Total-Body Irradiation; Pretargeted Radioimmunotherapy; Biospecimen Collection; Single Photon Emission Computed Tomography,Acute Lymphoblastic Leukemia; Acute Myeloid Leukemia Arising From Previous Myelodysplastic Syndrome; Acute Myeloid Leukemia; Chronic Myelomonocytic Leukemia; Myelodysplastic Syndrome With Excess Blasts; Recurrent Acute Myeloid Leukemia; Refractory Acute Lymphoblastic Leukemia; Recurrent Acute Lymphoblastic Leukemia; Recurrent Mixed Phenotype Acute Leukemia; Refractory Acute Myeloid Leukemia; Refractory Mixed Phenotype Acute Leukemia; Mixed Phenotype Acute Leukemia,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1/2,RECRUITING,2017-10-24,https://clinicaltrials.gov/study/NCT03128034,"211^At-BC8-B10 Before Donor Stem Cell Transplant in Treating Patients With High-Risk Acute Myeloid Leukemia, Acute Lymphoblastic Leukemia, Myelodysplastic Syndrome, or Mixed-Phenotype Acute Leukemia"
ClinicalTrials.gov,NCT02756884,Arkansas Heart Hospital,OTHER,United States,LoFU and aADSC; adipose derived stem cells,Peripheral Arterial Disease,Other / Unclassified,Adipose-Derived Stem Cell,,Early Phase 1,COMPLETED,2015-06-03,https://clinicaltrials.gov/study/NCT02756884,Safety and Preliminary Efficacy of Adipose Derived Stem Cells and Low Frequency Ultrasound in PAD
ClinicalTrials.gov,NCT00025064,Children's Cancer and Leukaemia Group,OTHER,Ireland; United Kingdom,bleomycin sulfate; chlorambucil; cisplatin; dacarbazine; doxorubicin hydrochloride; etoposide; ifosfamide; melphalan; prednisolone; procarbazine hydrochloride; vinblastine sulfate; vincristine sulfate; peripheral blood stem cell transplantation; radiation therapy,Lymphoma,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,UNKNOWN,2000-01,https://clinicaltrials.gov/study/NCT00025064,Combination Chemotherapy With or Without Radiation Therapy and Peripheral Stem Cell Transplant in Treating Children With Hodgkin's Lymphoma
ClinicalTrials.gov,NCT00914849,Washington University School of Medicine,OTHER,United States,AMD3100; Leukopheresis; Stem cell transplant,Hematologic Neoplasms,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2009-08,https://clinicaltrials.gov/study/NCT00914849,Intravenous (IV) AMD3100 for Mobilization and Matched Related Transplant for Advanced Hematological Malignancies
ClinicalTrials.gov,NCT00841958,Meshalkin Research Institute of Pathology of Circulation,NETWORK,Russia,Autologous bone marrow mononuclear stem cells or peripheral blood stem cells,Myocardial Ischemia,Cardiovascular,Stem Cell (Unspecified Type),,Phase 3,COMPLETED,2007-02,https://clinicaltrials.gov/study/NCT00841958,Endocardial Stem Cells Approach Efficacy
ClinicalTrials.gov,NCT01200329,M.D. Anderson Cancer Center,OTHER,United States,Gemcitabine; Busulfan; Melphalan; Stem Cell Transplantation; Palifermin,Lymphoma,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2011-06,https://clinicaltrials.gov/study/NCT01200329,"High-Dose Gemcitabine, Busulfan and Melphalan for Patients With Refactory Hodgkin's Disease"
ClinicalTrials.gov,NCT00312429,Duke University,OTHER,United States,Stem Cell Transplantation,Hematologic Neoplasms,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1/2,COMPLETED,2002-01,https://clinicaltrials.gov/study/NCT00312429,Umbilical Cord Blood Stem Cell Transplantation in Adults With Advanced Blood Disorders or Cancer
ClinicalTrials.gov,NCT00542529,"HiberCell, Inc.",INDUSTRY,,Imprime PGG TM for Injection,Healthy,Other / Unclassified,Progenitor Cell,,Phase 1/2,COMPLETED,2006-11,https://clinicaltrials.gov/study/NCT00542529,"Phase I/II, Randomized, Double-Blind, Study of the Progenitor Cell Mobilizing Effects of Imprime PGG™ Injection Administered at Varied Dosing Regimens With G-CSF Versus G-CSF Alone"
ClinicalTrials.gov,NCT00427557,M.D. Anderson Cancer Center,OTHER,United States,Fludarabine; Melphalan; Umbilical Cord Blood; Rituximab; Peripheral Blood Stem Cell Infusion,Multiple Myeloma; Leukemia; Lymphoma,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,COMPLETED,2006-10,https://clinicaltrials.gov/study/NCT00427557,Cellular Therapy With Cord Blood Cells
ClinicalTrials.gov,NCT00038857,M.D. Anderson Cancer Center,OTHER,United States,Megadose of CD34 Selected Progenitor Cells; Melphalan; Thiotepa; Fludarabine; Rabbit ATG,Leukemia; Lymphoma,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,COMPLETED,2001-09,https://clinicaltrials.gov/study/NCT00038857,Megadose CD34 Selected Progenitor Cells for Transplantation in Patients With Advanced Hematological Malignant Diseases
ClinicalTrials.gov,NCT04384692,Fred Hutchinson Cancer Center,OTHER,United States,Allogeneic Hematopoietic Stem Cell Transplantation; Busulfan; Cyclophosphamide; Fludarabine; Melphalan; Methotrexate; Mycophenolate Mofetil; Ruxolitinib; Tacrolimus; Total-Body Irradiation; Computed Tomography; Echocardiography; Bone Marrow Aspiration and Biopsy; Magnetic Resonance Imaging; Ultrasound Imaging,Primary Myelofibrosis; Secondary Myelofibrosis,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,ACTIVE_NOT_RECRUITING,2020-12-18,https://clinicaltrials.gov/study/NCT04384692,Peritransplant Ruxolitinib for Patients With Primary and Secondary Myelofibrosis
ClinicalTrials.gov,NCT01353677,Center for International Blood and Marrow Transplant Research,NETWORK,United States,,Hematopoietic Stem Cell Transplantation,Hematopoietic Stem Cell Transplant (Supportive Care),Stem Cell (Unspecified Type),,Not Reported,COMPLETED,2011-07,https://clinicaltrials.gov/study/NCT01353677,Feasibility of Collecting Quality of Life Data in Collaboration With the Stem Cell Therapeutic Outcomes Database
ClinicalTrials.gov,NCT01318330,"HomeoTherapy Co., Ltd",INDUSTRY,South Korea,Homeo-GH,Graft-vs-Host Disease,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 1,COMPLETED,2010-11,https://clinicaltrials.gov/study/NCT01318330,Safety Study of Homeo-GH (Bone Marrow Derived Clonal Mesenchymal Stem Cell) to Treat Acute/Chronic Graft Versus Host Disease (GVHD)
ClinicalTrials.gov,NCT02065167,Universidad Autonoma de Madrid,OTHER,France; Germany; Italy; Spain,Cultured autologous Mesenchymal Cells,Avascular Necrosis of the Femoral Head,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 2,COMPLETED,2014-02,https://clinicaltrials.gov/study/NCT02065167,Evaluation of Mesenchymal Stem Cells to Treat Avascular Necrosis of the Hip
ClinicalTrials.gov,NCT00001566,National Cancer Institute (NCI),NIH,United States,therapeutic autologous dendritic cells; indinavir sulfate; peripheral blood stem cell transplantation,Ewing's Sarcoma; Rhabdomyosarcoma,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,1996-12,https://clinicaltrials.gov/study/NCT00001566,A Pilot Study of Autologous T-Cell Transplantation With Vaccine Driven Expansion of Anti-Tumor Effectors After Cytoreductive Therapy in Metastatic Pediatric Sarcomas
ClinicalTrials.gov,NCT04104451,"University of Colorado, Denver",OTHER,United States,Corlicyte,Diabetic Foot Ulcer,Diabetes / Endocrine,Mesenchymal Stem Cell (MSC),,Phase 1,COMPLETED,2019-11-12,https://clinicaltrials.gov/study/NCT04104451,"PHASE 1, OPEN-LABEL SAFETY STUDY OF UMBILICAL CORD LINING MESENCHYMAL STEM CELLS (CORLICYTE®) TO HEAL CHRONIC DIABETIC FOOT ULCERS"
ClinicalTrials.gov,NCT00027937,Fred Hutchinson Cancer Center,OTHER,United States,aldesleukin; filgrastim; sargramostim; busulfan; cyclophosphamide; melphalan; paclitaxel; thiotepa; bone marrow ablation with stem cell support; in vitro-treated peripheral blood stem cell transplantation,"Lymphoma; Unspecified Adult Solid Tumor, Protocol Specific; Unspecified Childhood Solid Tumor, Protocol Specific",Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,COMPLETED,2001-08,https://clinicaltrials.gov/study/NCT00027937,"Combination Chemotherapy, Peripheral Stem Cell Transplantation, and Biological Therapy in Treating Patients With Solid Tumors or Lymphoma"
ClinicalTrials.gov,NCT00972101,M.D. Anderson Cancer Center,OTHER,,Total Body Irradiation (TBI); Melphalan; Thiotepa; Fludarabine; Rituximab; Etoposide; Anti-thymocyte globulin (ATG); Mycophenolate Mofetil (MMF); Tacrolimus; Cord Blood Infusion; G-CSF; Ex vivo expanded T cell Infusion,Stem Cell Transplantation; Leukemia; Lymphoma; Pediatric Disorders,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1,WITHDRAWN,2009-09,https://clinicaltrials.gov/study/NCT00972101,Infusion of Expanded Cord Blood T Cells
ClinicalTrials.gov,NCT01909154,Puerta de Hierro University Hospital,OTHER,Spain,Mesenchymal stromal cell therapy,Spinal Cord Injury,Neurological,Mesenchymal Stem Cell (MSC),,Phase 1,COMPLETED,2013-03,https://clinicaltrials.gov/study/NCT01909154,Safety Study of Local Administration of Autologous Bone Marrow Stromal Cells in Chronic Paraplegia
ClinicalTrials.gov,NCT01539902,CytoMed & Beike,OTHER,China,Human Umbilical Cord derived MSCs; Cyclophosphamide,Lupus Nephritis,Autoimmune / Inflammatory,Mesenchymal Stem Cell (MSC),,Phase 2,UNKNOWN,2012-02,https://clinicaltrials.gov/study/NCT01539902,Phase 2 Study of Human Umbilical Cord Derived Mesenchymal Stem Cell for the Treatment of Lupus Nephritis
ClinicalTrials.gov,NCT01739777,"Universidad de los Andes, Chile",OTHER,Chile,ucMSC; Controls,Dilated Cardiomyopathy,Cardiovascular,Mesenchymal Stem Cell (MSC),,Phase 1/2,COMPLETED,2012-12,https://clinicaltrials.gov/study/NCT01739777,Randomized Clinical Trial of Intravenous Infusion Umbilical Cord Mesenchymal Stem Cells on Cardiopathy
ClinicalTrials.gov,NCT00104975,Yale University,OTHER,United States,alemtuzumab; therapeutic allogeneic lymphocytes; fludarabine phosphate; melphalan; tacrolimus; thiotepa; peripheral blood stem cell transplantation,Chronic Myeloproliferative Disorders; Leukemia; Lymphoma; Myelodysplastic Syndromes; Myelodysplastic/Myeloproliferative Neoplasms,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1,COMPLETED,2005-02,https://clinicaltrials.gov/study/NCT00104975,Alemtuzumab and Combination Chemotherapy Followed By Donor Lymphocytes in Treating Patients Who Are Undergoing Donor Stem Cell Transplant for Hematologic Cancer
ClinicalTrials.gov,NCT00539656,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,OTHER,United States,Ex vivo expansion of cord blood,"Acute Myeloid Leukemia; Leukemia, Lymphoblastic, Acute; Leukemia, Bilineage, Acute; Leukemia, Myeloid, Chronic",Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1/2,TERMINATED,2007-12-20,https://clinicaltrials.gov/study/NCT00539656,Transplantation of Umbilical Cord Blood Following Chemotherapy for Blood Cancers
ClinicalTrials.gov,NCT01718587,General Hospital of Chinese Armed Police Forces,OTHER,China,"stem cell transplantation through interventional procedure; antiviral therapy (lamivudine, other antiviral drugs)",Liver Cirrhosis,Gastrointestinal / Liver,Stem Cell (Unspecified Type),,Phase 1/2,UNKNOWN,2012-11,https://clinicaltrials.gov/study/NCT01718587,Difference in Efficacy Between Stem Cell Transplantation and Classical Therapy in Liver Cirrhosis Patients
ClinicalTrials.gov,NCT03945487,Beijing 302 Hospital,OTHER,China,umbilical cord-derived mesenchymal stem cell; Comprehensive treatment,Decompensated Liver Cirrhosis,Gastrointestinal / Liver,Mesenchymal Stem Cell (MSC),,Phase 2,UNKNOWN,2019-05-20,https://clinicaltrials.gov/study/NCT03945487,Mesenchymal Stem Cells Treatment for Decompensated Liver Cirrhosis
ClinicalTrials.gov,NCT06839651,Indonesia University,OTHER,,uc-msc secretome intra cavernous injection,Erectile Dysfunctions,Reproductive / Urologic,Mesenchymal Stem Cell (MSC),,Phase 1,NOT_YET_RECRUITING,2025-04-21,https://clinicaltrials.gov/study/NCT06839651,Umbilical Cord Mesenchymal Stem Cell Secretome in Severe Erectile Dysfunction Non-responsive to Sildenafil
ClinicalTrials.gov,NCT07423728,First Affiliated Hospital of Zhejiang University,OTHER,China,G-CSF (Granulocyte colony-stimulating factor),Granulocyte Colony-Stimulating Factor (G-CSF) Mobilization,Other / Unclassified,Cord Blood / HSC,,N/A (Device/Behavioral),RECRUITING,2026-03-01,https://clinicaltrials.gov/study/NCT07423728,CHRONO-MOBILIZE: Chronotherapy of G-CSF for CD34+ Mobilization in Healthy Donors
ClinicalTrials.gov,NCT01087398,Tehran University of Medical Sciences,OTHER,Iran,"Busulfan, Cyclophosphamide, Thymoglobulin, Fludarabine (Conditioning regimen); Stem Cell Transplantation; Cyclosporin, Methotrexate (GVHD prophylaxis)",Osteopetrosis,Other / Unclassified,Cord Blood / HSC,,Phase 2/3,UNKNOWN,2009-09,https://clinicaltrials.gov/study/NCT01087398,Hematopoietic Stem Cell Transplantation for Malignant Infantile Osteopetrosis
ClinicalTrials.gov,NCT01019733,Hospital Universitario Dr. Jose E. Gonzalez,OTHER,Mexico,Intrathecal Autologous Stem Cells,"Hypoxia-Ischemia, Cerebral; Cerebral Palsy",Neurological,Stem Cell (Unspecified Type),,N/A (Device/Behavioral),COMPLETED,2009-07,https://clinicaltrials.gov/study/NCT01019733,Intrathecal Stem Cells in Brain Injury
ClinicalTrials.gov,NCT00725738,"National Heart Institute, Mexico",OTHER_GOV,Mexico,Stem Cell Transplantation,Acute Myocardial Infarction,Cardiovascular,Stem Cell (Unspecified Type),,Phase 2/3,UNKNOWN,2008-05,https://clinicaltrials.gov/study/NCT00725738,Intracoronary Autologous Stem Cell Transplantation in ST Elevation Myocardial Infarction: TRACIA STUDY.
ClinicalTrials.gov,NCT04823000,Hadassah Medical Organization,OTHER,,Mesenchymal Stem Cells (MSC),Multiple Sclerosis,Neurological,Mesenchymal Stem Cell (MSC),,Phase 1/2,COMPLETED,2013-01-01,https://clinicaltrials.gov/study/NCT04823000,Effects of Repeated Mesenchymal Stem Cells (MSC) in Patients With Progressive Multiple Sclerosis
ClinicalTrials.gov,NCT03298763,"University College, London",OTHER,United Kingdom,MSCTRAIL; Placebo,Adenocarcinoma of Lung,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1/2,UNKNOWN,2019-03-05,https://clinicaltrials.gov/study/NCT03298763,Targeted Stem Cells Expressing TRAIL as a Therapy for Lung Cancer
ClinicalTrials.gov,NCT03772938,Pomeranian Medical University Szczecin,OTHER,Poland,Stem/progenitor cells transplantation,Retinal Degeneration; Retinitis Pigmentosa; Age Related Macular Degeneration; Stargardt Disease 1,Ophthalmologic,Progenitor Cell,,Phase 1,UNKNOWN,2018-12-13,https://clinicaltrials.gov/study/NCT03772938,Stem Cells Therapy in Degenerative Diseases of the Retina
ClinicalTrials.gov,NCT06299033,Hopstem Biotechnology Inc.,INDUSTRY,China,hNPC01,Chronic Ischemic Stroke,Neurological,Progenitor Cell,,Phase 1,UNKNOWN,2023-11-09,https://clinicaltrials.gov/study/NCT06299033,A Safety and Tolerability Study of Human Forebrain Neural Progenitor Cells Injection (hNPC01) in Subjects With Chronic Ischemic Stroke
ClinicalTrials.gov,NCT05387278,"Vitti Labs, LLC",INDUSTRY,United States,EV-Pure™ and WJ-Pure™; Placebo,COVID-19 Acute Respiratory Distress Syndrome; Respiratory Distress Syndrome,Respiratory,Mesenchymal Stem Cell (MSC),,Phase 1,SUSPENDED,2025-03-20,https://clinicaltrials.gov/study/NCT05387278,Safety and Effectiveness of Placental Derived Exosomes and Umbilical Cord Mesenchymal Stem Cells in Moderate to Severe Acute Respiratory Distress Syndrome (ARDS) Associated With the Novel Corona Virus Infection (COVID-19)
ClinicalTrials.gov,NCT01414452,Universiteit Antwerpen,OTHER,Belgium,,Myocardial Infarction; Reperfusion Injury,Cardiovascular,Progenitor Cell,,Not Reported,COMPLETED,2011-04,https://clinicaltrials.gov/study/NCT01414452,Role of Adiponectin and Endothelial Progenitor Cells in Reperfusion Injury in Patients With Acute Myocardial Infarction
ClinicalTrials.gov,NCT05003947,The Foundation for Orthopaedics and Regenerative Medicine,OTHER,Antigua and Barbuda; Argentina,AlloRx,Inflammatory Bowel Diseases,Autoimmune / Inflammatory,Mesenchymal Stem Cell (MSC),,Phase 1,RECRUITING,2022-06-11,https://clinicaltrials.gov/study/NCT05003947,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cell Intravenous Infusion for IBD
ClinicalTrials.gov,NCT02341326,Weill Medical College of Cornell University,OTHER,United States,,COPD; Smoking; Lung Disorder,Respiratory,Progenitor Cell,,Not Reported,COMPLETED,2014-07,https://clinicaltrials.gov/study/NCT02341326,Defective FGFR2 Signaling in the Small Airway Basal Progenitor Cells in COPD
ClinicalTrials.gov,NCT00303719,"Masonic Cancer Center, University of Minnesota",OTHER,United States,anti-thymocyte globulin; cyclophosphamide; cyclosporine; fludarabine; mycophenolate mofetil; stem cell transplantation; total body irradiation; filgrastim,Kidney Cancer; Leukemia; Lymphoma; Multiple Myeloma; Plasma Cell Neoplasm; Myelodysplastic Syndromes,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,TERMINATED,2002-03-26,https://clinicaltrials.gov/study/NCT00303719,Allogeneic Bone Marrow Transplantation Using Less Intensive Therapy
ClinicalTrials.gov,NCT06448052,Nguyen Ton Ngoc Huynh,OTHER,Vietnam,umbilical cord mesenchymal stem cell,Inflammatory Disease; Aging Problems; Obese; Lipid Metabolism Disorders; Diabetes,Diabetes / Endocrine,Mesenchymal Stem Cell (MSC),,Phase 1/2,ACTIVE_NOT_RECRUITING,2023-11-01,https://clinicaltrials.gov/study/NCT06448052,Umbilical Cord Mesenchymal Stem Cell for Aging-related Low-grade Inflammation
ClinicalTrials.gov,NCT05929092,The First Affiliated Hospital of Soochow University,OTHER,China,Umbilical Cord Blood Transplantation,Hematopoietic Stem Cell Transplantation; Malignant Hematological Diseases,Oncology / Hematologic Malignancy,Cord Blood / HSC,,N/A (Device/Behavioral),UNKNOWN,2023-06-01,https://clinicaltrials.gov/study/NCT05929092,TFBC Combined With UCBT in the Treatment of High-risk Malignant Hematological Diseases
ClinicalTrials.gov,NCT04548583,The Cleveland Clinic,OTHER,United States,Remestemcel-L; Remestemcel-L; Placebo,Crohn Colitis,Autoimmune / Inflammatory,Mesenchymal Stem Cell (MSC),,Phase 1/2,TERMINATED,2020-11-04,https://clinicaltrials.gov/study/NCT04548583,Study of Mesenchymal Stem Cells for the Treatment of Medically Refractory Crohn's Colitis
ClinicalTrials.gov,NCT07559357,Hung Vuong Hospital,OTHER,Vietnam,Conventional rescue in vitro maturation; Rescue in vitro maturation with iPSC-derived ovarian support cell co-culture,Oocyte Maturation; Infertility,Reproductive / Urologic,iPSC (induced pluripotent),,N/A (Device/Behavioral),NOT_YET_RECRUITING,2026-06,https://clinicaltrials.gov/study/NCT07559357,OSC Co-culture for Rescue IVM of Human GV Oocytes
ClinicalTrials.gov,NCT01449032,"Rigshospitalet, Denmark",OTHER,Denmark,MSC; Saline,Chronic Ischemic Heart Disease,Cardiovascular,Mesenchymal Stem Cell (MSC),,Phase 2,COMPLETED,2010-04,https://clinicaltrials.gov/study/NCT01449032,MesenchYmal STROMAL CELL Therapy in Patients With Chronic Myocardial Ischemia (MyStromalCell Trial)
ClinicalTrials.gov,NCT07650565,"University Hospital, Montpellier",OTHER,France,Blood Sample Collection,Systemic Sclerosis (SSc),Autoimmune / Inflammatory,iPSC (induced pluripotent),,N/A (Device/Behavioral),NOT_YET_RECRUITING,2026-09,https://clinicaltrials.gov/study/NCT07650565,Tissue Modeling in Systemic Sclerosis Using Induced Pluripotent Stem Cells (iPSCs)
ClinicalTrials.gov,NCT00596999,Celgene Corporation,INDUSTRY,United States,UCB and HPDSC,Hematologic Malignancies,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Not Reported,UNKNOWN,2007-05,https://clinicaltrials.gov/study/NCT00596999,A Single-arm Safety Study of Transplantation Using Umbilical Cord Blood and Human Placental-derived Stem Cells From Partially Matched Related Donors in Persons With Certain Malignant Blood Diseases and Non-malignant Disorders
